artifact,f1_min,f2_min,node_id_min,f1_max,f2_max,node_id_max,f1_mean,f2_mean
artifact1425,1725,1725,node1,1725,1725,node3,1725,1725
artifact1426,1726,1726,node1,1726,1726,node3,1726,1726
artifact1427,1727,1727,node1,1727,1727,node3,1727,1727
artifact1428,1728,1728,node1,1728,1728,node3,1728,1728
artifact1429,1729,1729,node1,1729,1729,node3,1729,1729
artifact143,443,443,node1,443,443,node3,443,443
artifact1430,1730,1730,node1,1730,1730,node3,1730,1730
artifact1431,1731,1731,node1,1731,1731,node3,1731,1731
artifact1432,1732,1732,node1,1732,1732,node3,1732,1732
artifact1433,1733,1733,node1,1733,1733,node3,1733,1733
artifact1434,1734,1734,node1,1734,1734,node3,1734,1734
artifact1435,1735,1735,node1,1735,1735,node3,1735,1735
artifact1436,1736,1736,node1,1736,1736,node3,1736,1736
artifact1437,1737,1737,node1,1737,1737,node3,1737,1737
artifact1438,1738,1738,node1,1738,1738,node3,1738,1738
artifact1439,1739,1739,node1,1739,1739,node3,1739,1739
artifact144,444,444,node1,444,444,node3,444,444
artifact1440,1740,1740,node1,1740,1740,node3,1740,1740
artifact1441,1741,1741,node1,1741,1741,node3,1741,1741
artifact1442,1742,1742,node1,1742,1742,node3,1742,1742
artifact1443,1743,1743,node1,1743,1743,node3,1743,1743
artifact1444,1744,1744,node1,1744,1744,node3,1744,1744
artifact1445,1745,1745,node1,1745,1745,node3,1745,1745
artifact1446,1746,1746,node1,1746,1746,node3,1746,1746
artifact1447,1747,1747,node1,1747,1747,node3,1747,1747
artifact1448,1748,1748,node1,1748,1748,node3,1748,1748
artifact1449,1749,1749,node1,1749,1749,node3,1749,1749
artifact145,445,445,node1,445,445,node3,445,445
artifact1450,1750,1750,node1,1750,1750,node3,1750,1750
artifact1451,1751,1751,node1,1751,1751,node3,1751,1751
artifact1452,1752,1752,node1,1752,1752,node3,1752,1752
artifact1453,1753,1753,node1,1753,1753,node3,1753,1753
artifact1454,1754,1754,node1,1754,1754,node3,1754,1754
artifact1455,1755,1755,node1,1755,1755,node3,1755,1755
artifact1456,1756,1756,node1,1756,1756,node3,1756,1756
artifact1457,1757,1757,node1,1757,1757,node3,1757,1757
artifact1458,1758,1758,node1,1758,1758,node3,1758,1758
artifact1459,1759,1759,node1,1759,1759,node3,1759,1759
artifact146,446,446,node1,446,446,node3,446,446
artifact1460,1760,1760,node1,1760,1760,node3,1760,1760
artifact1461,1761,1761,node1,1761,1761,node3,1761,1761
artifact1462,1762,1762,node1,1762,1762,node3,1762,1762
artifact1463,1763,1763,node1,1763,1763,node3,1763,1763
artifact1464,1764,1764,node1,1764,1764,node3,1764,1764
artifact1465,1765,1765,node1,1765,1765,node3,1765,1765
artifact1466,1766,1766,node1,1766,1766,node3,1766,1766
artifact1467,1767,1767,node1,1767,1767,node3,1767,1767
artifact1468,1768,1768,node1,1768,1768,node3,1768,1768
artifact1469,1769,1769,node1,1769,1769,node3,1769,1769
artifact147,447,447,node1,447,447,node3,447,447
artifact1470,1770,1770,node1,1770,1770,node3,1770,1770
artifact1471,1771,1771,node1,1771,1771,node3,1771,1771
artifact1472,1772,1772,node1,1772,1772,node3,1772,1772
artifact1473,1773,1773,node1,1773,1773,node3,1773,1773
artifact1474,1774,1774,node1,1774,1774,node3,1774,1774
artifact1475,1775,1775,node1,1775,1775,node3,1775,1775
artifact1476,1776,1776,node1,1776,1776,node3,1776,1776
artifact1477,1777,1777,node1,1777,1777,node3,1777,1777
artifact1478,1778,1778,node1,1778,1778,node3,1778,1778
artifact1479,1779,1779,node1,1779,1779,node3,1779,1779
artifact148,448,448,node1,448,448,node3,448,448
artifact1480,1780,1780,node1,1780,1780,node3,1780,1780
artifact1481,1781,1781,node1,1781,1781,node3,1781,1781
artifact1482,1782,1782,node1,1782,1782,node3,1782,1782
artifact1483,1783,1783,node1,1783,1783,node3,1783,1783
artifact1484,1784,1784,node1,1784,1784,node3,1784,1784
artifact1485,1785,1785,node1,1785,1785,node3,1785,1785
artifact1486,1786,1786,node1,1786,1786,node3,1786,1786
artifact1487,1787,1787,node1,1787,1787,node3,1787,1787
artifact1488,1788,1788,node1,1788,1788,node3,1788,1788
artifact1489,1789,1789,node1,1789,1789,node3,1789,1789
artifact149,449,449,node1,449,449,node3,449,449
artifact1490,1790,1790,node1,1790,1790,node3,1790,1790
artifact1491,1791,1791,node1,1791,1791,node3,1791,1791
artifact1492,1792,1792,node1,1792,1792,node3,1792,1792
artifact1493,1793,1793,node1,1793,1793,node3,1793,1793
artifact1494,1794,1794,node1,1794,1794,node3,1794,1794
artifact1495,1795,1795,node1,1795,1795,node3,1795,1795
artifact1496,1796,1796,node1,1796,1796,node3,1796,1796
artifact1497,1797,1797,node1,1797,1797,node3,1797,1797
artifact1498,1798,1798,node1,1798,1798,node3,1798,1798
artifact1499,1799,1799,node1,1799,1799,node3,1799,1799
artifact15,315,315,node1,315,315,node3,315,315
artifact150,450,450,node1,450,450,node3,450,450
artifact1500,1800,1800,node1,1800,1800,node3,1800,1800
artifact1501,1801,1801,node1,1801,1801,node3,1801,1801
artifact1502,1802,1802,node1,1802,1802,node3,1802,1802
artifact1503,1803,1803,node1,1803,1803,node3,1803,1803
artifact1504,1804,1804,node1,1804,1804,node3,1804,1804
artifact1505,1805,1805,node1,1805,1805,node3,1805,1805
artifact1506,1806,1806,node1,1806,1806,node3,1806,1806
artifact1507,1807,1807,node1,1807,1807,node3,1807,1807
artifact1508,1808,1808,node1,1808,1808,node3,1808,1808
artifact1509,1809,1809,node1,1809,1809,node3,1809,1809
artifact151,451,451,node1,451,451,node3,451,451
artifact1510,1810,1810,node1,1810,1810,node3,1810,1810
artifact1511,1811,1811,node1,1811,1811,node3,1811,1811
artifact1512,1812,1812,node1,1812,1812,node3,1812,1812
artifact1513,1813,1813,node1,1813,1813,node3,1813,1813
artifact1514,1814,1814,node1,1814,1814,node3,1814,1814
artifact1515,1815,1815,node1,1815,1815,node3,1815,1815
artifact1516,1816,1816,node1,1816,1816,node3,1816,1816
artifact1517,1817,1817,node1,1817,1817,node3,1817,1817
artifact1518,1818,1818,node1,1818,1818,node3,1818,1818
artifact1519,1819,1819,node1,1819,1819,node3,1819,1819
artifact152,452,452,node1,452,452,node3,452,452
artifact1520,1820,1820,node1,1820,1820,node3,1820,1820
artifact1521,1821,1821,node1,1821,1821,node3,1821,1821
artifact1522,1822,1822,node1,1822,1822,node3,1822,1822
artifact1523,1823,1823,node1,1823,1823,node3,1823,1823
artifact1524,1824,1824,node1,1824,1824,node3,1824,1824
artifact1525,1825,1825,node1,1825,1825,node3,1825,1825
artifact1526,1826,1826,node1,1826,1826,node3,1826,1826
artifact1527,1827,1827,node1,1827,1827,node3,1827,1827
artifact1528,1828,1828,node1,1828,1828,node3,1828,1828
artifact1529,1829,1829,node1,1829,1829,node3,1829,1829
artifact153,453,453,node1,453,453,node3,453,453
artifact1530,1830,1830,node1,1830,1830,node3,1830,1830
artifact1531,1831,1831,node1,1831,1831,node3,1831,1831
artifact1532,1832,1832,node1,1832,1832,node3,1832,1832
artifact1533,1833,1833,node1,1833,1833,node3,1833,1833
artifact1534,1834,1834,node1,1834,1834,node3,1834,1834
artifact1535,1835,1835,node1,1835,1835,node3,1835,1835
artifact1536,1836,1836,node1,1836,1836,node3,1836,1836
artifact1537,1837,1837,node1,1837,1837,node3,1837,1837
artifact1538,1838,1838,node1,1838,1838,node3,1838,1838
artifact1539,1839,1839,node1,1839,1839,node3,1839,1839
artifact154,454,454,node1,454,454,node3,454,454
artifact1540,1840,1840,node1,1840,1840,node3,1840,1840
artifact1541,1841,1841,node1,1841,1841,node3,1841,1841
artifact1542,1842,1842,node1,1842,1842,node3,1842,1842
artifact1543,1843,1843,node1,1843,1843,node3,1843,1843
artifact1544,1844,1844,node1,1844,1844,node3,1844,1844
artifact1545,1845,1845,node1,1845,1845,node3,1845,1845
artifact1546,1846,1846,node1,1846,1846,node3,1846,1846
artifact1547,1847,1847,node1,1847,1847,node3,1847,1847
artifact1548,1848,1848,node1,1848,1848,node3,1848,1848
artifact1549,1849,1849,node1,1849,1849,node3,1849,1849
artifact155,455,455,node1,455,455,node3,455,455
artifact1550,1850,1850,node1,1850,1850,node3,1850,1850
artifact1551,1851,1851,node1,1851,1851,node3,1851,1851
artifact1552,1852,1852,node1,1852,1852,node3,1852,1852
artifact1553,1853,1853,node1,1853,1853,node3,1853,1853
artifact1554,1854,1854,node1,1854,1854,node3,1854,1854
artifact1555,1855,1855,node1,1855,1855,node3,1855,1855
artifact1556,1856,1856,node1,1856,1856,node3,1856,1856
artifact1557,1857,1857,node1,1857,1857,node3,1857,1857
artifact1558,1858,1858,node1,1858,1858,node3,1858,1858
artifact1559,1859,1859,node1,1859,1859,node3,1859,1859
artifact156,456,456,node1,456,456,node3,456,456
artifact1560,1860,1860,node1,1860,1860,node3,1860,1860
artifact1561,1861,1861,node1,1861,1861,node3,1861,1861
artifact1562,1862,1862,node1,1862,1862,node3,1862,1862
artifact1563,1863,1863,node1,1863,1863,node3,1863,1863
artifact1564,1864,1864,node1,1864,1864,node3,1864,1864
artifact1565,1865,1865,node1,1865,1865,node3,1865,1865
artifact1566,1866,1866,node1,1866,1866,node3,1866,1866
artifact1567,1867,1867,node1,1867,1867,node3,1867,1867
artifact1568,1868,1868,node1,1868,1868,node3,1868,1868
artifact1569,1869,1869,node1,1869,1869,node3,1869,1869
artifact157,457,457,node1,457,457,node3,457,457
artifact1570,1870,1870,node1,1870,1870,node3,1870,1870
artifact1571,1871,1871,node1,1871,1871,node3,1871,1871
artifact1572,1872,1872,node1,1872,1872,node3,1872,1872
artifact1573,1873,1873,node1,1873,1873,node3,1873,1873
artifact1574,1874,1874,node1,1874,1874,node3,1874,1874
artifact1575,1875,1875,node1,1875,1875,node3,1875,1875
artifact1576,1876,1876,node1,1876,1876,node3,1876,1876
artifact1577,1877,1877,node1,1877,1877,node3,1877,1877
artifact1578,1878,1878,node1,1878,1878,node3,1878,1878
artifact1579,1879,1879,node1,1879,1879,node3,1879,1879
artifact158,458,458,node1,458,458,node3,458,458
artifact1580,1880,1880,node1,1880,1880,node3,1880,1880
artifact1581,1881,1881,node1,1881,1881,node3,1881,1881
artifact1582,1882,1882,node1,1882,1882,node3,1882,1882
artifact1583,1883,1883,node1,1883,1883,node3,1883,1883
artifact1584,1884,1884,node1,1884,1884,node3,1884,1884
artifact1585,1885,1885,node1,1885,1885,node3,1885,1885
artifact1586,1886,1886,node1,1886,1886,node3,1886,1886
artifact1587,1887,1887,node1,1887,1887,node3,1887,1887
artifact1588,1888,1888,node1,1888,1888,node3,1888,1888
artifact1589,1889,1889,node1,1889,1889,node3,1889,1889
artifact159,459,459,node1,459,459,node3,459,459
artifact1590,1890,1890,node1,1890,1890,node3,1890,1890
artifact1591,1891,1891,node1,1891,1891,node3,1891,1891
artifact1592,1892,1892,node1,1892,1892,node3,1892,1892
artifact1593,1893,1893,node1,1893,1893,node3,1893,1893
artifact1594,1894,1894,node1,1894,1894,node3,1894,1894
artifact1595,1895,1895,node1,1895,1895,node3,1895,1895
artifact1596,1896,1896,node1,1896,1896,node3,1896,1896
artifact1597,1897,1897,node1,1897,1897,node3,1897,1897
artifact1598,1898,1898,node1,1898,1898,node3,1898,1898
artifact1599,1899,1899,node1,1899,1899,node3,1899,1899
artifact16,316,316,node1,316,316,node3,316,316
artifact160,460,460,node1,460,460,node3,460,460
artifact1600,1900,1900,node1,1900,1900,node3,1900,1900
artifact1601,1901,1901,node1,1901,1901,node3,1901,1901
artifact1602,1902,1902,node1,1902,1902,node3,1902,1902
artifact1603,1903,1903,node1,1903,1903,node3,1903,1903
artifact1604,1904,1904,node1,1904,1904,node3,1904,1904
artifact1605,1905,1905,node1,1905,1905,node3,1905,1905
artifact1606,1906,1906,node1,1906,1906,node3,1906,1906
artifact1607,1907,1907,node1,1907,1907,node3,1907,1907
artifact1608,1908,1908,node1,1908,1908,node3,1908,1908
artifact1609,1909,1909,node1,1909,1909,node3,1909,1909
artifact161,461,461,node1,461,461,node3,461,461
artifact1610,1910,1910,node1,1910,1910,node3,1910,1910
artifact1611,1911,1911,node1,1911,1911,node3,1911,1911
artifact1612,1912,1912,node1,1912,1912,node3,1912,1912
artifact1613,1913,1913,node1,1913,1913,node3,1913,1913
artifact1614,1914,1914,node1,1914,1914,node3,1914,1914
artifact1615,1915,1915,node1,1915,1915,node3,1915,1915
artifact1616,1916,1916,node1,1916,1916,node3,1916,1916
artifact1617,1917,1917,node1,1917,1917,node3,1917,1917
artifact1618,1918,1918,node1,1918,1918,node3,1918,1918
artifact1619,1919,1919,node1,1919,1919,node3,1919,1919
artifact162,462,462,node1,462,462,node3,462,462
artifact1620,1920,1920,node1,1920,1920,node3,1920,1920
artifact1621,1921,1921,node1,1921,1921,node3,1921,1921
artifact1622,1922,1922,node1,1922,1922,node3,1922,1922
artifact1623,1923,1923,node1,1923,1923,node3,1923,1923
artifact1624,1924,1924,node1,1924,1924,node3,1924,1924
artifact1625,1925,1925,node1,1925,1925,node3,1925,1925
artifact1626,1926,1926,node1,1926,1926,node3,1926,1926
artifact1627,1927,1927,node1,1927,1927,node3,1927,1927
artifact1628,1928,1928,node1,1928,1928,node3,1928,1928
artifact1629,1929,1929,node1,1929,1929,node3,1929,1929
artifact163,463,463,node1,463,463,node3,463,463
artifact1630,1930,1930,node1,1930,1930,node3,1930,1930
artifact1631,1931,1931,node1,1931,1931,node3,1931,1931
artifact1632,1932,1932,node1,1932,1932,node3,1932,1932
artifact1633,1933,1933,node1,1933,1933,node3,1933,1933
artifact1634,1934,1934,node1,1934,1934,node3,1934,1934
artifact1635,1935,1935,node1,1935,1935,node3,1935,1935
artifact1636,1936,1936,node1,1936,1936,node3,1936,1936
artifact1637,1937,1937,node1,1937,1937,node3,1937,1937
artifact1638,1938,1938,node1,1938,1938,node3,1938,1938
artifact1639,1939,1939,node1,1939,1939,node3,1939,1939
artifact164,464,464,node1,464,464,node3,464,464
artifact1640,1940,1940,node1,1940,1940,node3,1940,1940
artifact1641,1941,1941,node1,1941,1941,node3,1941,1941
artifact1642,1942,1942,node1,1942,1942,node3,1942,1942
artifact1643,1943,1943,node1,1943,1943,node3,1943,1943
artifact1644,1944,1944,node1,1944,1944,node3,1944,1944
artifact1645,1945,1945,node1,1945,1945,node3,1945,1945
artifact1646,1946,1946,node1,1946,1946,node3,1946,1946
artifact1647,1947,1947,node1,1947,1947,node3,1947,1947
artifact1648,1948,1948,node1,1948,1948,node3,1948,1948
artifact1649,1949,1949,node1,1949,1949,node3,1949,1949
artifact165,465,465,node1,465,465,node3,465,465
artifact1650,1950,1950,node1,1950,1950,node3,1950,1950
artifact1651,1951,1951,node1,1951,1951,node3,1951,1951
artifact1652,1952,1952,node1,1952,1952,node3,1952,1952
artifact1653,1953,1953,node1,1953,1953,node3,1953,1953
artifact1654,1954,1954,node1,1954,1954,node3,1954,1954
artifact1655,1955,1955,node1,1955,1955,node3,1955,1955
artifact1656,1956,1956,node1,1956,1956,node3,1956,1956
artifact1657,1957,1957,node1,1957,1957,node3,1957,1957
artifact1658,1958,1958,node1,1958,1958,node3,1958,1958
artifact1659,1959,1959,node1,1959,1959,node3,1959,1959
artifact166,466,466,node1,466,466,node3,466,466
artifact1660,1960,1960,node1,1960,1960,node3,1960,1960
artifact1661,1961,1961,node1,1961,1961,node3,1961,1961
artifact1662,1962,1962,node1,1962,1962,node3,1962,1962
artifact1663,1963,1963,node1,1963,1963,node3,1963,1963
artifact1664,1964,1964,node1,1964,1964,node3,1964,1964
artifact1665,1965,1965,node1,1965,1965,node3,1965,1965
artifact1666,1966,1966,node1,1966,1966,node3,1966,1966
artifact1667,1967,1967,node1,1967,1967,node3,1967,1967
artifact1668,1968,1968,node1,1968,1968,node3,1968,1968
artifact1669,1969,1969,node1,1969,1969,node3,1969,1969
artifact167,467,467,node1,467,467,node3,467,467
artifact1670,1970,1970,node1,1970,1970,node3,1970,1970
artifact1671,1971,1971,node1,1971,1971,node3,1971,1971
artifact1672,1972,1972,node1,1972,1972,node3,1972,1972
artifact1673,1973,1973,node1,1973,1973,node3,1973,1973
artifact1674,1974,1974,node1,1974,1974,node3,1974,1974
artifact1675,1975,1975,node1,1975,1975,node3,1975,1975
artifact1676,1976,1976,node1,1976,1976,node3,1976,1976
artifact1677,1977,1977,node1,1977,1977,node3,1977,1977
artifact1678,1978,1978,node1,1978,1978,node3,1978,1978
artifact1679,1979,1979,node1,1979,1979,node3,1979,1979
artifact168,468,468,node1,468,468,node3,468,468
artifact1680,1980,1980,node1,1980,1980,node3,1980,1980
artifact1681,1981,1981,node1,1981,1981,node3,1981,1981
artifact1682,1982,1982,node1,1982,1982,node3,1982,1982
artifact1683,1983,1983,node1,1983,1983,node3,1983,1983
artifact1684,1984,1984,node1,1984,1984,node3,1984,1984
artifact1685,1985,1985,node1,1985,1985,node3,1985,1985
artifact1686,1986,1986,node1,1986,1986,node3,1986,1986
artifact1687,1987,1987,node1,1987,1987,node3,1987,1987
artifact1688,1988,1988,node1,1988,1988,node3,1988,1988
artifact1689,1989,1989,node1,1989,1989,node3,1989,1989
artifact169,469,469,node1,469,469,node3,469,469
artifact1690,1990,1990,node1,1990,1990,node3,1990,1990
artifact1691,1991,1991,node1,1991,1991,node3,1991,1991
artifact1692,1992,1992,node1,1992,1992,node3,1992,1992
artifact1693,1993,1993,node1,1993,1993,node3,1993,1993
artifact1694,1994,1994,node1,1994,1994,node3,1994,1994
artifact1695,1995,1995,node1,1995,1995,node3,1995,1995
artifact1696,1996,1996,node1,1996,1996,node3,1996,1996
artifact1697,1997,1997,node1,1997,1997,node3,1997,1997
artifact1698,1998,1998,node1,1998,1998,node3,1998,1998
artifact1699,1999,1999,node1,1999,1999,node3,1999,1999
artifact17,317,317,node1,317,317,node3,317,317
artifact170,470,470,node1,470,470,node3,470,470
artifact1700,2000,2000,node1,2000,2000,node3,2000,2000
artifact1701,2001,2001,node1,2001,2001,node3,2001,2001
artifact1702,2002,2002,node1,2002,2002,node3,2002,2002
artifact1703,2003,2003,node1,2003,2003,node3,2003,2003
artifact1704,2004,2004,node1,2004,2004,node3,2004,2004
artifact1705,2005,2005,node1,2005,2005,node3,2005,2005
artifact1706,2006,2006,node1,2006,2006,node3,2006,2006
artifact1707,2007,2007,node1,2007,2007,node3,2007,2007
artifact1708,2008,2008,node1,2008,2008,node3,2008,2008
artifact1709,2009,2009,node1,2009,2009,node3,2009,2009
artifact171,471,471,node1,471,471,node3,471,471
artifact1710,2010,2010,node1,2010,2010,node3,2010,2010
artifact1711,2011,2011,node1,2011,2011,node3,2011,2011
artifact1712,2012,2012,node1,2012,2012,node3,2012,2012
artifact1713,2013,2013,node1,2013,2013,node3,2013,2013
artifact1714,2014,2014,node1,2014,2014,node3,2014,2014
artifact1715,2015,2015,node1,2015,2015,node3,2015,2015
artifact1716,2016,2016,node1,2016,2016,node3,2016,2016
artifact1717,2017,2017,node1,2017,2017,node3,2017,2017
artifact1718,2018,2018,node1,2018,2018,node3,2018,2018
artifact1719,2019,2019,node1,2019,2019,node3,2019,2019
artifact172,472,472,node1,472,472,node3,472,472
artifact1720,2020,2020,node1,2020,2020,node3,2020,2020
artifact1721,2021,2021,node1,2021,2021,node3,2021,2021
artifact1722,2022,2022,node1,2022,2022,node3,2022,2022
artifact1723,2023,2023,node1,2023,2023,node3,2023,2023
artifact1724,2024,2024,node1,2024,2024,node3,2024,2024
artifact1725,2025,2025,node1,2025,2025,node3,2025,2025
artifact1726,2026,2026,node1,2026,2026,node3,2026,2026
artifact1727,2027,2027,node1,2027,2027,node3,2027,2027
artifact1728,2028,2028,node1,2028,2028,node3,2028,2028
artifact1729,2029,2029,node1,2029,2029,node3,2029,2029
artifact173,473,473,node1,473,473,node3,473,473
artifact1730,2030,2030,node1,2030,2030,node3,2030,2030
artifact1731,2031,2031,node1,2031,2031,node3,2031,2031
artifact1732,2032,2032,node1,2032,2032,node3,2032,2032
artifact1733,2033,2033,node1,2033,2033,node3,2033,2033
artifact1734,2034,2034,node1,2034,2034,node3,2034,2034
artifact1735,2035,2035,node1,2035,2035,node3,2035,2035
artifact1736,2036,2036,node1,2036,2036,node3,2036,2036
artifact1737,2037,2037,node1,2037,2037,node3,2037,2037
artifact1738,2038,2038,node1,2038,2038,node3,2038,2038
artifact1739,2039,2039,node1,2039,2039,node3,2039,2039
artifact174,474,474,node1,474,474,node3,474,474
artifact1740,2040,2040,node1,2040,2040,node3,2040,2040
artifact1741,2041,2041,node1,2041,2041,node3,2041,2041
artifact1742,2042,2042,node1,2042,2042,node3,2042,2042
artifact1743,2043,2043,node1,2043,2043,node3,2043,2043
artifact1744,2044,2044,node1,2044,2044,node3,2044,2044
artifact1745,2045,2045,node1,2045,2045,node3,2045,2045
artifact1746,2046,2046,node1,2046,2046,node3,2046,2046
artifact1747,2047,2047,node1,2047,2047,node3,2047,2047
artifact1748,2048,2048,node1,2048,2048,node3,2048,2048
artifact1749,2049,2049,node1,2049,2049,node3,2049,2049
artifact175,475,475,node1,475,475,node3,475,475
artifact1750,2050,2050,node1,2050,2050,node3,2050,2050
artifact1751,2051,2051,node1,2051,2051,node3,2051,2051
artifact1752,2052,2052,node1,2052,2052,node3,2052,2052
artifact1753,2053,2053,node1,2053,2053,node3,2053,2053
artifact1754,2054,2054,node1,2054,2054,node3,2054,2054
artifact1755,2055,2055,node1,2055,2055,node3,2055,2055
artifact1756,2056,2056,node1,2056,2056,node3,2056,2056
artifact1757,2057,2057,node1,2057,2057,node3,2057,2057
artifact1758,2058,2058,node1,2058,2058,node3,2058,2058
artifact1759,2059,2059,node1,2059,2059,node3,2059,2059
artifact176,476,476,node1,476,476,node3,476,476
artifact1760,2060,2060,node1,2060,2060,node3,2060,2060
artifact1761,2061,2061,node1,2061,2061,node3,2061,2061
artifact1762,2062,2062,node1,2062,2062,node3,2062,2062
artifact1763,2063,2063,node1,2063,2063,node3,2063,2063
artifact1764,2064,2064,node1,2064,2064,node3,2064,2064
artifact1765,2065,2065,node1,2065,2065,node3,2065,2065
artifact1766,2066,2066,node1,2066,2066,node3,2066,2066
artifact1767,2067,2067,node1,2067,2067,node3,2067,2067
artifact1768,2068,2068,node1,2068,2068,node3,2068,2068
artifact1769,2069,2069,node1,2069,2069,node3,2069,2069
artifact177,477,477,node1,477,477,node3,477,477
artifact1770,2070,2070,node1,2070,2070,node3,2070,2070
artifact1771,2071,2071,node1,2071,2071,node3,2071,2071
artifact1772,2072,2072,node1,2072,2072,node3,2072,2072
artifact1773,2073,2073,node1,2073,2073,node3,2073,2073
artifact1774,2074,2074,node1,2074,2074,node3,2074,2074
artifact1775,2075,2075,node1,2075,2075,node3,2075,2075
artifact1776,2076,2076,node1,2076,2076,node3,2076,2076
artifact1777,2077,2077,node1,2077,2077,node3,2077,2077
artifact1778,2078,2078,node1,2078,2078,node3,2078,2078
artifact1779,2079,2079,node1,2079,2079,node3,2079,2079
artifact178,478,478,node1,478,478,node3,478,478
artifact1780,2080,2080,node1,2080,2080,node3,2080,2080
artifact1781,2081,2081,node1,2081,2081,node3,2081,2081
artifact1782,2082,2082,node1,2082,2082,node3,2082,2082
artifact1783,2083,2083,node1,2083,2083,node3,2083,2083
artifact1784,2084,2084,node1,2084,2084,node3,2084,2084
artifact1785,2085,2085,node1,2085,2085,node3,2085,2085
artifact1786,2086,2086,node1,2086,2086,node3,2086,2086
artifact1787,2087,2087,node1,2087,2087,node3,2087,2087
artifact1788,2088,2088,node1,2088,2088,node3,2088,2088
artifact1789,2089,2089,node1,2089,2089,node3,2089,2089
artifact179,479,479,node1,479,479,node3,479,479
artifact1790,2090,2090,node1,2090,2090,node3,2090,2090
artifact1791,2091,2091,node1,2091,2091,node3,2091,2091
artifact1792,2092,2092,node1,2092,2092,node3,2092,2092
artifact1793,2093,2093,node1,2093,2093,node3,2093,2093
artifact1794,2094,2094,node1,2094,2094,node3,2094,2094
artifact1795,2095,2095,node1,2095,2095,node3,2095,2095
artifact1796,2096,2096,node1,2096,2096,node3,2096,2096
artifact1797,2097,2097,node1,2097,2097,node3,2097,2097
artifact1798,2098,2098,node1,2098,2098,node3,2098,2098
artifact1799,2099,2099,node1,2099,2099,node3,2099,2099
artifact18,318,318,node1,318,318,node3,318,318
artifact180,480,480,node1,480,480,node3,480,480
artifact1800,2100,2100,node1,2100,2100,node3,2100,2100
artifact1801,2101,2101,node1,2101,2101,node3,2101,2101
artifact1802,2102,2102,node1,2102,2102,node3,2102,2102
artifact1803,2103,2103,node1,2103,2103,node3,2103,2103
artifact1804,2104,2104,node1,2104,2104,node3,2104,2104
artifact1805,2105,2105,node1,2105,2105,node3,2105,2105
artifact1806,2106,2106,node1,2106,2106,node3,2106,2106
artifact1807,2107,2107,node1,2107,2107,node3,2107,2107
artifact1808,2108,2108,node1,2108,2108,node3,2108,2108
artifact1809,2109,2109,node1,2109,2109,node3,2109,2109
artifact181,481,481,node1,481,481,node3,481,481
artifact1810,2110,2110,node1,2110,2110,node3,2110,2110
artifact1811,2111,2111,node1,2111,2111,node3,2111,2111
artifact1812,2112,2112,node1,2112,2112,node3,2112,2112
artifact1813,2113,2113,node1,2113,2113,node3,2113,2113
artifact1814,2114,2114,node1,2114,2114,node3,2114,2114
artifact1815,2115,2115,node1,2115,2115,node3,2115,2115
artifact1816,2116,2116,node1,2116,2116,node3,2116,2116
artifact1817,2117,2117,node1,2117,2117,node3,2117,2117
artifact1818,2118,2118,node1,2118,2118,node3,2118,2118
artifact1819,2119,2119,node1,2119,2119,node3,2119,2119
artifact182,482,482,node1,482,482,node3,482,482
artifact1820,2120,2120,node1,2120,2120,node3,2120,2120
artifact1821,2121,2121,node1,2121,2121,node3,2121,2121
artifact1822,2122,2122,node1,2122,2122,node3,2122,2122
artifact1823,2123,2123,node1,2123,2123,node3,2123,2123
artifact1824,2124,2124,node1,2124,2124,node3,2124,2124
artifact1825,2125,2125,node1,2125,2125,node3,2125,2125
artifact1826,2126,2126,node1,2126,2126,node3,2126,2126
artifact1827,2127,2127,node1,2127,2127,node3,2127,2127
artifact1828,2128,2128,node1,2128,2128,node3,2128,2128
artifact1829,2129,2129,node1,2129,2129,node3,2129,2129
artifact183,483,483,node1,483,483,node3,483,483
artifact1830,2130,2130,node1,2130,2130,node3,2130,2130
artifact1831,2131,2131,node1,2131,2131,node3,2131,2131
artifact1832,2132,2132,node1,2132,2132,node3,2132,2132
artifact1833,2133,2133,node1,2133,2133,node3,2133,2133
artifact1834,2134,2134,node1,2134,2134,node3,2134,2134
artifact1835,2135,2135,node1,2135,2135,node3,2135,2135
artifact1836,2136,2136,node1,2136,2136,node3,2136,2136
artifact1837,2137,2137,node1,2137,2137,node3,2137,2137
artifact1838,2138,2138,node1,2138,2138,node3,2138,2138
artifact1839,2139,2139,node1,2139,2139,node3,2139,2139
artifact184,484,484,node1,484,484,node3,484,484
artifact1840,2140,2140,node1,2140,2140,node3,2140,2140
artifact1841,2141,2141,node1,2141,2141,node3,2141,2141
artifact1842,2142,2142,node1,2142,2142,node3,2142,2142
artifact1843,2143,2143,node1,2143,2143,node3,2143,2143
artifact1844,2144,2144,node1,2144,2144,node3,2144,2144
artifact1845,2145,2145,node1,2145,2145,node3,2145,2145
artifact1846,2146,2146,node1,2146,2146,node3,2146,2146
artifact1847,2147,2147,node1,2147,2147,node3,2147,2147
artifact1848,2148,2148,node1,2148,2148,node3,2148,2148
artifact1849,2149,2149,node1,2149,2149,node3,2149,2149
artifact185,485,485,node1,485,485,node3,485,485
artifact1850,2150,2150,node1,2150,2150,node3,2150,2150
artifact1851,2151,2151,node1,2151,2151,node3,2151,2151
artifact1852,2152,2152,node1,2152,2152,node3,2152,2152
artifact1853,2153,2153,node1,2153,2153,node3,2153,2153
