,artifact,prop,node_id
564,artifact564,864,node2
565,artifact565,865,node2
566,artifact566,866,node2
567,artifact567,867,node2
568,artifact568,868,node2
569,artifact569,869,node2
570,artifact570,870,node2
571,artifact571,871,node2
572,artifact572,872,node2
573,artifact573,873,node2
574,artifact574,874,node2
575,artifact575,875,node2
576,artifact576,876,node2
577,artifact577,877,node2
578,artifact578,878,node2
579,artifact579,879,node2
580,artifact580,880,node2
581,artifact581,881,node2
582,artifact582,882,node2
583,artifact583,883,node2
584,artifact584,884,node2
585,artifact585,885,node2
586,artifact586,886,node2
587,artifact587,887,node2
588,artifact588,888,node2
589,artifact589,889,node2
590,artifact590,890,node2
591,artifact591,891,node2
592,artifact592,892,node2
593,artifact593,893,node2
594,artifact594,894,node2
595,artifact595,895,node2
596,artifact596,896,node2
597,artifact597,897,node2
598,artifact598,898,node2
599,artifact599,899,node2
0,artifact0,300,node3
1,artifact1,301,node3
2,artifact2,302,node3
3,artifact3,303,node3
4,artifact4,304,node3
5,artifact5,305,node3
6,artifact6,306,node3
7,artifact7,307,node3
8,artifact8,308,node3
9,artifact9,309,node3
10,artifact10,310,node3
11,artifact11,311,node3
12,artifact12,312,node3
13,artifact13,313,node3
14,artifact14,314,node3
15,artifact15,315,node3
16,artifact16,316,node3
17,artifact17,317,node3
18,artifact18,318,node3
19,artifact19,319,node3
20,artifact20,320,node3
21,artifact21,321,node3
22,artifact22,322,node3
23,artifact23,323,node3
24,artifact24,324,node3
25,artifact25,325,node3
26,artifact26,326,node3
27,artifact27,327,node3
28,artifact28,328,node3
29,artifact29,329,node3
30,artifact30,330,node3
31,artifact31,331,node3
32,artifact32,332,node3
33,artifact33,333,node3
34,artifact34,334,node3
35,artifact35,335,node3
36,artifact36,336,node3
37,artifact37,337,node3
38,artifact38,338,node3
39,artifact39,339,node3
40,artifact40,340,node3
41,artifact41,341,node3
42,artifact42,342,node3
43,artifact43,343,node3
44,artifact44,344,node3
45,artifact45,345,node3
46,artifact46,346,node3
47,artifact47,347,node3
48,artifact48,348,node3
49,artifact49,349,node3
50,artifact50,350,node3
51,artifact51,351,node3
52,artifact52,352,node3
53,artifact53,353,node3
54,artifact54,354,node3
55,artifact55,355,node3
56,artifact56,356,node3
57,artifact57,357,node3
58,artifact58,358,node3
59,artifact59,359,node3
60,artifact60,360,node3
61,artifact61,361,node3
62,artifact62,362,node3
63,artifact63,363,node3
64,artifact64,364,node3
65,artifact65,365,node3
66,artifact66,366,node3
67,artifact67,367,node3
68,artifact68,368,node3
69,artifact69,369,node3
70,artifact70,370,node3
71,artifact71,371,node3
72,artifact72,372,node3
73,artifact73,373,node3
74,artifact74,374,node3
75,artifact75,375,node3
76,artifact76,376,node3
77,artifact77,377,node3
78,artifact78,378,node3
79,artifact79,379,node3
80,artifact80,380,node3
81,artifact81,381,node3
82,artifact82,382,node3
83,artifact83,383,node3
84,artifact84,384,node3
85,artifact85,385,node3
86,artifact86,386,node3
87,artifact87,387,node3
88,artifact88,388,node3
89,artifact89,389,node3
90,artifact90,390,node3
91,artifact91,391,node3
92,artifact92,392,node3
93,artifact93,393,node3
94,artifact94,394,node3
95,artifact95,395,node3
96,artifact96,396,node3
97,artifact97,397,node3
98,artifact98,398,node3
99,artifact99,399,node3
100,artifact100,400,node3
101,artifact101,401,node3
102,artifact102,402,node3
103,artifact103,403,node3
104,artifact104,404,node3
105,artifact105,405,node3
106,artifact106,406,node3
107,artifact107,407,node3
108,artifact108,408,node3
109,artifact109,409,node3
110,artifact110,410,node3
111,artifact111,411,node3
112,artifact112,412,node3
113,artifact113,413,node3
114,artifact114,414,node3
115,artifact115,415,node3
116,artifact116,416,node3
117,artifact117,417,node3
118,artifact118,418,node3
119,artifact119,419,node3
120,artifact120,420,node3
121,artifact121,421,node3
122,artifact122,422,node3
123,artifact123,423,node3
124,artifact124,424,node3
125,artifact125,425,node3
126,artifact126,426,node3
127,artifact127,427,node3
128,artifact128,428,node3
129,artifact129,429,node3
130,artifact130,430,node3
131,artifact131,431,node3
132,artifact132,432,node3
133,artifact133,433,node3
134,artifact134,434,node3
135,artifact135,435,node3
136,artifact136,436,node3
137,artifact137,437,node3
138,artifact138,438,node3
139,artifact139,439,node3
140,artifact140,440,node3
141,artifact141,441,node3
142,artifact142,442,node3
143,artifact143,443,node3
144,artifact144,444,node3
145,artifact145,445,node3
146,artifact146,446,node3
147,artifact147,447,node3
148,artifact148,448,node3
149,artifact149,449,node3
150,artifact150,450,node3
151,artifact151,451,node3
152,artifact152,452,node3
153,artifact153,453,node3
154,artifact154,454,node3
155,artifact155,455,node3
156,artifact156,456,node3
157,artifact157,457,node3
158,artifact158,458,node3
159,artifact159,459,node3
160,artifact160,460,node3
161,artifact161,461,node3
162,artifact162,462,node3
163,artifact163,463,node3
164,artifact164,464,node3
165,artifact165,465,node3
166,artifact166,466,node3
167,artifact167,467,node3
168,artifact168,468,node3
169,artifact169,469,node3
170,artifact170,470,node3
171,artifact171,471,node3
172,artifact172,472,node3
173,artifact173,473,node3
174,artifact174,474,node3
175,artifact175,475,node3
176,artifact176,476,node3
177,artifact177,477,node3
178,artifact178,478,node3
179,artifact179,479,node3
180,artifact180,480,node3
181,artifact181,481,node3
182,artifact182,482,node3
183,artifact183,483,node3
184,artifact184,484,node3
185,artifact185,485,node3
186,artifact186,486,node3
187,artifact187,487,node3
188,artifact188,488,node3
189,artifact189,489,node3
190,artifact190,490,node3
191,artifact191,491,node3
192,artifact192,492,node3
193,artifact193,493,node3
194,artifact194,494,node3
195,artifact195,495,node3
196,artifact196,496,node3
197,artifact197,497,node3
198,artifact198,498,node3
199,artifact199,499,node3
200,artifact200,500,node3
201,artifact201,501,node3
202,artifact202,502,node3
203,artifact203,503,node3
204,artifact204,504,node3
205,artifact205,505,node3
206,artifact206,506,node3
207,artifact207,507,node3
208,artifact208,508,node3
209,artifact209,509,node3
210,artifact210,510,node3
211,artifact211,511,node3
212,artifact212,512,node3
213,artifact213,513,node3
214,artifact214,514,node3
215,artifact215,515,node3
216,artifact216,516,node3
217,artifact217,517,node3
218,artifact218,518,node3
219,artifact219,519,node3
220,artifact220,520,node3
221,artifact221,521,node3
222,artifact222,522,node3
223,artifact223,523,node3
224,artifact224,524,node3
225,artifact225,525,node3
226,artifact226,526,node3
227,artifact227,527,node3
228,artifact228,528,node3
229,artifact229,529,node3
230,artifact230,530,node3
231,artifact231,531,node3
232,artifact232,532,node3
233,artifact233,533,node3
234,artifact234,534,node3
235,artifact235,535,node3
236,artifact236,536,node3
237,artifact237,537,node3
238,artifact238,538,node3
239,artifact239,539,node3
240,artifact240,540,node3
241,artifact241,541,node3
242,artifact242,542,node3
243,artifact243,543,node3
244,artifact244,544,node3
245,artifact245,545,node3
246,artifact246,546,node3
247,artifact247,547,node3
248,artifact248,548,node3
249,artifact249,549,node3
250,artifact250,550,node3
251,artifact251,551,node3
252,artifact252,552,node3
253,artifact253,553,node3
254,artifact254,554,node3
255,artifact255,555,node3
256,artifact256,556,node3
257,artifact257,557,node3
258,artifact258,558,node3
259,artifact259,559,node3
260,artifact260,560,node3
261,artifact261,561,node3
262,artifact262,562,node3
263,artifact263,563,node3
264,artifact264,564,node3
265,artifact265,565,node3
266,artifact266,566,node3
267,artifact267,567,node3
268,artifact268,568,node3
269,artifact269,569,node3
270,artifact270,570,node3
271,artifact271,571,node3
272,artifact272,572,node3
273,artifact273,573,node3
274,artifact274,574,node3
275,artifact275,575,node3
276,artifact276,576,node3
277,artifact277,577,node3
278,artifact278,578,node3
279,artifact279,579,node3
280,artifact280,580,node3
281,artifact281,581,node3
282,artifact282,582,node3
283,artifact283,583,node3
284,artifact284,584,node3
285,artifact285,585,node3
286,artifact286,586,node3
287,artifact287,587,node3
288,artifact288,588,node3
289,artifact289,589,node3
290,artifact290,590,node3
291,artifact291,591,node3
292,artifact292,592,node3
293,artifact293,593,node3
294,artifact294,594,node3
295,artifact295,595,node3
296,artifact296,596,node3
297,artifact297,597,node3
298,artifact298,598,node3
299,artifact299,599,node3
300,artifact300,600,node3
301,artifact301,601,node3
302,artifact302,602,node3
303,artifact303,603,node3
304,artifact304,604,node3
305,artifact305,605,node3
306,artifact306,606,node3
307,artifact307,607,node3
308,artifact308,608,node3
309,artifact309,609,node3
310,artifact310,610,node3
311,artifact311,611,node3
312,artifact312,612,node3
313,artifact313,613,node3
314,artifact314,614,node3
315,artifact315,615,node3
316,artifact316,616,node3
317,artifact317,617,node3
318,artifact318,618,node3
319,artifact319,619,node3
320,artifact320,620,node3
321,artifact321,621,node3
322,artifact322,622,node3
323,artifact323,623,node3
324,artifact324,624,node3
325,artifact325,625,node3
326,artifact326,626,node3
327,artifact327,627,node3
328,artifact328,628,node3
329,artifact329,629,node3
330,artifact330,630,node3
331,artifact331,631,node3
332,artifact332,632,node3
333,artifact333,633,node3
334,artifact334,634,node3
335,artifact335,635,node3
336,artifact336,636,node3
337,artifact337,637,node3
338,artifact338,638,node3
339,artifact339,639,node3
340,artifact340,640,node3
341,artifact341,641,node3
342,artifact342,642,node3
343,artifact343,643,node3
344,artifact344,644,node3
345,artifact345,645,node3
346,artifact346,646,node3
347,artifact347,647,node3
348,artifact348,648,node3
349,artifact349,649,node3
350,artifact350,650,node3
351,artifact351,651,node3
352,artifact352,652,node3
353,artifact353,653,node3
354,artifact354,654,node3
355,artifact355,655,node3
356,artifact356,656,node3
357,artifact357,657,node3
358,artifact358,658,node3
359,artifact359,659,node3
360,artifact360,660,node3
361,artifact361,661,node3
362,artifact362,662,node3
363,artifact363,663,node3
364,artifact364,664,node3
365,artifact365,665,node3
366,artifact366,666,node3
367,artifact367,667,node3
368,artifact368,668,node3
369,artifact369,669,node3
370,artifact370,670,node3
371,artifact371,671,node3
372,artifact372,672,node3
373,artifact373,673,node3
374,artifact374,674,node3
375,artifact375,675,node3
376,artifact376,676,node3
377,artifact377,677,node3
378,artifact378,678,node3
379,artifact379,679,node3
380,artifact380,680,node3
381,artifact381,681,node3
382,artifact382,682,node3
383,artifact383,683,node3
384,artifact384,684,node3
385,artifact385,685,node3
386,artifact386,686,node3
387,artifact387,687,node3
388,artifact388,688,node3
389,artifact389,689,node3
390,artifact390,690,node3
391,artifact391,691,node3
392,artifact392,692,node3
393,artifact393,693,node3
394,artifact394,694,node3
395,artifact395,695,node3
396,artifact396,696,node3
397,artifact397,697,node3
398,artifact398,698,node3
399,artifact399,699,node3
400,artifact400,700,node3
401,artifact401,701,node3
402,artifact402,702,node3
403,artifact403,703,node3
404,artifact404,704,node3
405,artifact405,705,node3
406,artifact406,706,node3
407,artifact407,707,node3
408,artifact408,708,node3
409,artifact409,709,node3
410,artifact410,710,node3
411,artifact411,711,node3
412,artifact412,712,node3
413,artifact413,713,node3
414,artifact414,714,node3
415,artifact415,715,node3
416,artifact416,716,node3
417,artifact417,717,node3
418,artifact418,718,node3
419,artifact419,719,node3
420,artifact420,720,node3
421,artifact421,721,node3
422,artifact422,722,node3
423,artifact423,723,node3
424,artifact424,724,node3
425,artifact425,725,node3
426,artifact426,726,node3
427,artifact427,727,node3
428,artifact428,728,node3
429,artifact429,729,node3
430,artifact430,730,node3
431,artifact431,731,node3
432,artifact432,732,node3
433,artifact433,733,node3
434,artifact434,734,node3
435,artifact435,735,node3
436,artifact436,736,node3
437,artifact437,737,node3
438,artifact438,738,node3
439,artifact439,739,node3
440,artifact440,740,node3
441,artifact441,741,node3
442,artifact442,742,node3
443,artifact443,743,node3
444,artifact444,744,node3
445,artifact445,745,node3
446,artifact446,746,node3
447,artifact447,747,node3
448,artifact448,748,node3
449,artifact449,749,node3
450,artifact450,750,node3
451,artifact451,751,node3
452,artifact452,752,node3
453,artifact453,753,node3
454,artifact454,754,node3
455,artifact455,755,node3
456,artifact456,756,node3
457,artifact457,757,node3
458,artifact458,758,node3
459,artifact459,759,node3
460,artifact460,760,node3
461,artifact461,761,node3
462,artifact462,762,node3
463,artifact463,763,node3
464,artifact464,764,node3
465,artifact465,765,node3
466,artifact466,766,node3
467,artifact467,767,node3
468,artifact468,768,node3
469,artifact469,769,node3
470,artifact470,770,node3
471,artifact471,771,node3
472,artifact472,772,node3
473,artifact473,773,node3
474,artifact474,774,node3
475,artifact475,775,node3
476,artifact476,776,node3
477,artifact477,777,node3
478,artifact478,778,node3
479,artifact479,779,node3
480,artifact480,780,node3
481,artifact481,781,node3
482,artifact482,782,node3
483,artifact483,783,node3
484,artifact484,784,node3
485,artifact485,785,node3
486,artifact486,786,node3
487,artifact487,787,node3
488,artifact488,788,node3
489,artifact489,789,node3
490,artifact490,790,node3
491,artifact491,791,node3
492,artifact492,792,node3
493,artifact493,793,node3
494,artifact494,794,node3
495,artifact495,795,node3
496,artifact496,796,node3
497,artifact497,797,node3
498,artifact498,798,node3
499,artifact499,799,node3
500,artifact500,800,node3
501,artifact501,801,node3
502,artifact502,802,node3
503,artifact503,803,node3
504,artifact504,804,node3
505,artifact505,805,node3
506,artifact506,806,node3
507,artifact507,807,node3
508,artifact508,808,node3
509,artifact509,809,node3
510,artifact510,810,node3
511,artifact511,811,node3
512,artifact512,812,node3
513,artifact513,813,node3
514,artifact514,814,node3
515,artifact515,815,node3
516,artifact516,816,node3
517,artifact517,817,node3
518,artifact518,818,node3
519,artifact519,819,node3
520,artifact520,820,node3
521,artifact521,821,node3
522,artifact522,822,node3
523,artifact523,823,node3
524,artifact524,824,node3
525,artifact525,825,node3
526,artifact526,826,node3
527,artifact527,827,node3
528,artifact528,828,node3
529,artifact529,829,node3
530,artifact530,830,node3
531,artifact531,831,node3
532,artifact532,832,node3
533,artifact533,833,node3
534,artifact534,834,node3
535,artifact535,835,node3
536,artifact536,836,node3
537,artifact537,837,node3
538,artifact538,838,node3
539,artifact539,839,node3
540,artifact540,840,node3
541,artifact541,841,node3
542,artifact542,842,node3
543,artifact543,843,node3
544,artifact544,844,node3
545,artifact545,845,node3
546,artifact546,846,node3
547,artifact547,847,node3
548,artifact548,848,node3
549,artifact549,849,node3
550,artifact550,850,node3
551,artifact551,851,node3
552,artifact552,852,node3
553,artifact553,853,node3
554,artifact554,854,node3
555,artifact555,855,node3
556,artifact556,856,node3
557,artifact557,857,node3
558,artifact558,858,node3
559,artifact559,859,node3
560,artifact560,860,node3
561,artifact561,861,node3
562,artifact562,862,node3
563,artifact563,863,node3
564,artifact564,864,node3
565,artifact565,865,node3
566,artifact566,866,node3
567,artifact567,867,node3
568,artifact568,868,node3
569,artifact569,869,node3
570,artifact570,870,node3
571,artifact571,871,node3
572,artifact572,872,node3
573,artifact573,873,node3
574,artifact574,874,node3
575,artifact575,875,node3
576,artifact576,876,node3
577,artifact577,877,node3
578,artifact578,878,node3
579,artifact579,879,node3
580,artifact580,880,node3
581,artifact581,881,node3
582,artifact582,882,node3
583,artifact583,883,node3
584,artifact584,884,node3
585,artifact585,885,node3
586,artifact586,886,node3
587,artifact587,887,node3
588,artifact588,888,node3
589,artifact589,889,node3
590,artifact590,890,node3
591,artifact591,891,node3
592,artifact592,892,node3
593,artifact593,893,node3
594,artifact594,894,node3
595,artifact595,895,node3
596,artifact596,896,node3
597,artifact597,897,node3
598,artifact598,898,node3
599,artifact599,899,node3
