,artifact,prop,prop_mean
505,artifact505,805,805
506,artifact506,806,806
507,artifact507,807,807
508,artifact508,808,808
509,artifact509,809,809
51,artifact51,351,351
510,artifact510,810,810
511,artifact511,811,811
512,artifact512,812,812
513,artifact513,813,813
514,artifact514,814,814
515,artifact515,815,815
516,artifact516,816,816
517,artifact517,817,817
518,artifact518,818,818
519,artifact519,819,819
52,artifact52,352,352
520,artifact520,820,820
521,artifact521,821,821
522,artifact522,822,822
523,artifact523,823,823
524,artifact524,824,824
525,artifact525,825,825
526,artifact526,826,826
527,artifact527,827,827
528,artifact528,828,828
529,artifact529,829,829
53,artifact53,353,353
530,artifact530,830,830
531,artifact531,831,831
532,artifact532,832,832
533,artifact533,833,833
534,artifact534,834,834
535,artifact535,835,835
536,artifact536,836,836
537,artifact537,837,837
538,artifact538,838,838
539,artifact539,839,839
54,artifact54,354,354
540,artifact540,840,840
541,artifact541,841,841
542,artifact542,842,842
543,artifact543,843,843
544,artifact544,844,844
545,artifact545,845,845
546,artifact546,846,846
547,artifact547,847,847
548,artifact548,848,848
549,artifact549,849,849
55,artifact55,355,355
550,artifact550,850,850
551,artifact551,851,851
552,artifact552,852,852
553,artifact553,853,853
554,artifact554,854,854
555,artifact555,855,855
556,artifact556,856,856
557,artifact557,857,857
558,artifact558,858,858
559,artifact559,859,859
56,artifact56,356,356
560,artifact560,860,860
561,artifact561,861,861
562,artifact562,862,862
563,artifact563,863,863
564,artifact564,864,864
565,artifact565,865,865
566,artifact566,866,866
567,artifact567,867,867
568,artifact568,868,868
569,artifact569,869,869
57,artifact57,357,357
570,artifact570,870,870
571,artifact571,871,871
572,artifact572,872,872
573,artifact573,873,873
574,artifact574,874,874
575,artifact575,875,875
576,artifact576,876,876
577,artifact577,877,877
578,artifact578,878,878
579,artifact579,879,879
58,artifact58,358,358
580,artifact580,880,880
581,artifact581,881,881
582,artifact582,882,882
583,artifact583,883,883
584,artifact584,884,884
585,artifact585,885,885
586,artifact586,886,886
587,artifact587,887,887
588,artifact588,888,888
589,artifact589,889,889
59,artifact59,359,359
590,artifact590,890,890
591,artifact591,891,891
592,artifact592,892,892
593,artifact593,893,893
594,artifact594,894,894
595,artifact595,895,895
596,artifact596,896,896
597,artifact597,897,897
598,artifact598,898,898
599,artifact599,899,899
6,artifact6,306,306
60,artifact60,360,360
600,artifact600,900,900
601,artifact601,901,901
602,artifact602,902,902
603,artifact603,903,903
604,artifact604,904,904
605,artifact605,905,905
606,artifact606,906,906
607,artifact607,907,907
608,artifact608,908,908
609,artifact609,909,909
61,artifact61,361,361
610,artifact610,910,910
611,artifact611,911,911
612,artifact612,912,912
613,artifact613,913,913
614,artifact614,914,914
615,artifact615,915,915
616,artifact616,916,916
617,artifact617,917,917
618,artifact618,918,918
619,artifact619,919,919
62,artifact62,362,362
620,artifact620,920,920
621,artifact621,921,921
622,artifact622,922,922
623,artifact623,923,923
624,artifact624,924,924
625,artifact625,925,925
626,artifact626,926,926
627,artifact627,927,927
628,artifact628,928,928
629,artifact629,929,929
63,artifact63,363,363
630,artifact630,930,930
631,artifact631,931,931
632,artifact632,932,932
633,artifact633,933,933
634,artifact634,934,934
635,artifact635,935,935
636,artifact636,936,936
637,artifact637,937,937
638,artifact638,938,938
639,artifact639,939,939
64,artifact64,364,364
640,artifact640,940,940
641,artifact641,941,941
642,artifact642,942,942
643,artifact643,943,943
644,artifact644,944,944
645,artifact645,945,945
646,artifact646,946,946
647,artifact647,947,947
648,artifact648,948,948
649,artifact649,949,949
65,artifact65,365,365
650,artifact650,950,950
651,artifact651,951,951
652,artifact652,952,952
653,artifact653,953,953
654,artifact654,954,954
655,artifact655,955,955
656,artifact656,956,956
657,artifact657,957,957
658,artifact658,958,958
659,artifact659,959,959
66,artifact66,366,366
660,artifact660,960,960
661,artifact661,961,961
662,artifact662,962,962
663,artifact663,963,963
664,artifact664,964,964
665,artifact665,965,965
666,artifact666,966,966
667,artifact667,967,967
668,artifact668,968,968
669,artifact669,969,969
67,artifact67,367,367
670,artifact670,970,970
671,artifact671,971,971
672,artifact672,972,972
673,artifact673,973,973
674,artifact674,974,974
675,artifact675,975,975
676,artifact676,976,976
677,artifact677,977,977
678,artifact678,978,978
679,artifact679,979,979
68,artifact68,368,368
680,artifact680,980,980
681,artifact681,981,981
682,artifact682,982,982
683,artifact683,983,983
684,artifact684,984,984
685,artifact685,985,985
686,artifact686,986,986
687,artifact687,987,987
688,artifact688,988,988
689,artifact689,989,989
69,artifact69,369,369
690,artifact690,990,990
691,artifact691,991,991
692,artifact692,992,992
693,artifact693,993,993
694,artifact694,994,994
695,artifact695,995,995
696,artifact696,996,996
697,artifact697,997,997
698,artifact698,998,998
699,artifact699,999,999
7,artifact7,307,307
70,artifact70,370,370
700,artifact700,1000,1000
701,artifact701,1001,1001
702,artifact702,1002,1002
703,artifact703,1003,1003
704,artifact704,1004,1004
705,artifact705,1005,1005
706,artifact706,1006,1006
707,artifact707,1007,1007
708,artifact708,1008,1008
709,artifact709,1009,1009
71,artifact71,371,371
710,artifact710,1010,1010
711,artifact711,1011,1011
712,artifact712,1012,1012
713,artifact713,1013,1013
714,artifact714,1014,1014
715,artifact715,1015,1015
716,artifact716,1016,1016
717,artifact717,1017,1017
718,artifact718,1018,1018
719,artifact719,1019,1019
72,artifact72,372,372
720,artifact720,1020,1020
721,artifact721,1021,1021
722,artifact722,1022,1022
723,artifact723,1023,1023
724,artifact724,1024,1024
725,artifact725,1025,1025
726,artifact726,1026,1026
727,artifact727,1027,1027
728,artifact728,1028,1028
729,artifact729,1029,1029
73,artifact73,373,373
730,artifact730,1030,1030
731,artifact731,1031,1031
732,artifact732,1032,1032
733,artifact733,1033,1033
734,artifact734,1034,1034
735,artifact735,1035,1035
736,artifact736,1036,1036
737,artifact737,1037,1037
738,artifact738,1038,1038
739,artifact739,1039,1039
74,artifact74,374,374
740,artifact740,1040,1040
741,artifact741,1041,1041
742,artifact742,1042,1042
743,artifact743,1043,1043
744,artifact744,1044,1044
745,artifact745,1045,1045
746,artifact746,1046,1046
747,artifact747,1047,1047
748,artifact748,1048,1048
749,artifact749,1049,1049
75,artifact75,375,375
750,artifact750,1050,1050
751,artifact751,1051,1051
752,artifact752,1052,1052
753,artifact753,1053,1053
754,artifact754,1054,1054
755,artifact755,1055,1055
756,artifact756,1056,1056
757,artifact757,1057,1057
758,artifact758,1058,1058
759,artifact759,1059,1059
76,artifact76,376,376
760,artifact760,1060,1060
761,artifact761,1061,1061
762,artifact762,1062,1062
763,artifact763,1063,1063
764,artifact764,1064,1064
765,artifact765,1065,1065
766,artifact766,1066,1066
767,artifact767,1067,1067
768,artifact768,1068,1068
769,artifact769,1069,1069
77,artifact77,377,377
770,artifact770,1070,1070
771,artifact771,1071,1071
772,artifact772,1072,1072
773,artifact773,1073,1073
774,artifact774,1074,1074
775,artifact775,1075,1075
776,artifact776,1076,1076
777,artifact777,1077,1077
778,artifact778,1078,1078
779,artifact779,1079,1079
78,artifact78,378,378
780,artifact780,1080,1080
781,artifact781,1081,1081
782,artifact782,1082,1082
783,artifact783,1083,1083
784,artifact784,1084,1084
785,artifact785,1085,1085
786,artifact786,1086,1086
787,artifact787,1087,1087
788,artifact788,1088,1088
789,artifact789,1089,1089
79,artifact79,379,379
790,artifact790,1090,1090
791,artifact791,1091,1091
792,artifact792,1092,1092
793,artifact793,1093,1093
794,artifact794,1094,1094
795,artifact795,1095,1095
796,artifact796,1096,1096
797,artifact797,1097,1097
798,artifact798,1098,1098
799,artifact799,1099,1099
8,artifact8,308,308
80,artifact80,380,380
800,artifact800,1100,1100
801,artifact801,1101,1101
802,artifact802,1102,1102
803,artifact803,1103,1103
804,artifact804,1104,1104
805,artifact805,1105,1105
806,artifact806,1106,1106
807,artifact807,1107,1107
808,artifact808,1108,1108
809,artifact809,1109,1109
81,artifact81,381,381
810,artifact810,1110,1110
811,artifact811,1111,1111
812,artifact812,1112,1112
813,artifact813,1113,1113
814,artifact814,1114,1114
815,artifact815,1115,1115
816,artifact816,1116,1116
817,artifact817,1117,1117
818,artifact818,1118,1118
819,artifact819,1119,1119
82,artifact82,382,382
820,artifact820,1120,1120
821,artifact821,1121,1121
822,artifact822,1122,1122
823,artifact823,1123,1123
824,artifact824,1124,1124
825,artifact825,1125,1125
826,artifact826,1126,1126
827,artifact827,1127,1127
828,artifact828,1128,1128
829,artifact829,1129,1129
83,artifact83,383,383
830,artifact830,1130,1130
831,artifact831,1131,1131
832,artifact832,1132,1132
833,artifact833,1133,1133
834,artifact834,1134,1134
835,artifact835,1135,1135
836,artifact836,1136,1136
837,artifact837,1137,1137
838,artifact838,1138,1138
839,artifact839,1139,1139
84,artifact84,384,384
840,artifact840,1140,1140
841,artifact841,1141,1141
842,artifact842,1142,1142
843,artifact843,1143,1143
844,artifact844,1144,1144
845,artifact845,1145,1145
846,artifact846,1146,1146
847,artifact847,1147,1147
848,artifact848,1148,1148
849,artifact849,1149,1149
85,artifact85,385,385
850,artifact850,1150,1150
851,artifact851,1151,1151
852,artifact852,1152,1152
853,artifact853,1153,1153
854,artifact854,1154,1154
855,artifact855,1155,1155
856,artifact856,1156,1156
857,artifact857,1157,1157
858,artifact858,1158,1158
859,artifact859,1159,1159
86,artifact86,386,386
860,artifact860,1160,1160
861,artifact861,1161,1161
862,artifact862,1162,1162
863,artifact863,1163,1163
864,artifact864,1164,1164
865,artifact865,1165,1165
866,artifact866,1166,1166
867,artifact867,1167,1167
868,artifact868,1168,1168
869,artifact869,1169,1169
87,artifact87,387,387
870,artifact870,1170,1170
871,artifact871,1171,1171
872,artifact872,1172,1172
873,artifact873,1173,1173
874,artifact874,1174,1174
875,artifact875,1175,1175
876,artifact876,1176,1176
877,artifact877,1177,1177
878,artifact878,1178,1178
879,artifact879,1179,1179
88,artifact88,388,388
880,artifact880,1180,1180
881,artifact881,1181,1181
882,artifact882,1182,1182
883,artifact883,1183,1183
884,artifact884,1184,1184
885,artifact885,1185,1185
886,artifact886,1186,1186
887,artifact887,1187,1187
888,artifact888,1188,1188
889,artifact889,1189,1189
89,artifact89,389,389
890,artifact890,1190,1190
891,artifact891,1191,1191
892,artifact892,1192,1192
893,artifact893,1193,1193
894,artifact894,1194,1194
895,artifact895,1195,1195
896,artifact896,1196,1196
897,artifact897,1197,1197
898,artifact898,1198,1198
899,artifact899,1199,1199
9,artifact9,309,309
90,artifact90,390,390
900,artifact900,1200,1200
901,artifact901,1201,1201
902,artifact902,1202,1202
903,artifact903,1203,1203
904,artifact904,1204,1204
905,artifact905,1205,1205
906,artifact906,1206,1206
907,artifact907,1207,1207
908,artifact908,1208,1208
909,artifact909,1209,1209
91,artifact91,391,391
910,artifact910,1210,1210
911,artifact911,1211,1211
912,artifact912,1212,1212
913,artifact913,1213,1213
914,artifact914,1214,1214
915,artifact915,1215,1215
916,artifact916,1216,1216
917,artifact917,1217,1217
918,artifact918,1218,1218
919,artifact919,1219,1219
92,artifact92,392,392
920,artifact920,1220,1220
921,artifact921,1221,1221
922,artifact922,1222,1222
923,artifact923,1223,1223
924,artifact924,1224,1224
925,artifact925,1225,1225
926,artifact926,1226,1226
927,artifact927,1227,1227
928,artifact928,1228,1228
929,artifact929,1229,1229
93,artifact93,393,393
930,artifact930,1230,1230
931,artifact931,1231,1231
932,artifact932,1232,1232
933,artifact933,1233,1233
934,artifact934,1234,1234
935,artifact935,1235,1235
936,artifact936,1236,1236
937,artifact937,1237,1237
938,artifact938,1238,1238
939,artifact939,1239,1239
94,artifact94,394,394
940,artifact940,1240,1240
941,artifact941,1241,1241
942,artifact942,1242,1242
943,artifact943,1243,1243
944,artifact944,1244,1244
945,artifact945,1245,1245
946,artifact946,1246,1246
947,artifact947,1247,1247
948,artifact948,1248,1248
949,artifact949,1249,1249
95,artifact95,395,395
950,artifact950,1250,1250
951,artifact951,1251,1251
952,artifact952,1252,1252
953,artifact953,1253,1253
954,artifact954,1254,1254
955,artifact955,1255,1255
956,artifact956,1256,1256
957,artifact957,1257,1257
958,artifact958,1258,1258
959,artifact959,1259,1259
96,artifact96,396,396
960,artifact960,1260,1260
961,artifact961,1261,1261
962,artifact962,1262,1262
963,artifact963,1263,1263
964,artifact964,1264,1264
965,artifact965,1265,1265
966,artifact966,1266,1266
967,artifact967,1267,1267
968,artifact968,1268,1268
969,artifact969,1269,1269
97,artifact97,397,397
970,artifact970,1270,1270
971,artifact971,1271,1271
972,artifact972,1272,1272
973,artifact973,1273,1273
974,artifact974,1274,1274
975,artifact975,1275,1275
976,artifact976,1276,1276
977,artifact977,1277,1277
978,artifact978,1278,1278
979,artifact979,1279,1279
98,artifact98,398,398
980,artifact980,1280,1280
981,artifact981,1281,1281
982,artifact982,1282,1282
983,artifact983,1283,1283
984,artifact984,1284,1284
985,artifact985,1285,1285
986,artifact986,1286,1286
987,artifact987,1287,1287
988,artifact988,1288,1288
989,artifact989,1289,1289
99,artifact99,399,399
990,artifact990,1290,1290
991,artifact991,1291,1291
992,artifact992,1292,1292
993,artifact993,1293,1293
994,artifact994,1294,1294
995,artifact995,1295,1295
996,artifact996,1296,1296
997,artifact997,1297,1297
998,artifact998,1298,1298
999,artifact999,1299,1299
