,artifact,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,node_id
1685,artifact1685,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,node2
1686,artifact1686,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,node2
1687,artifact1687,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,node2
1688,artifact1688,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,node2
1689,artifact1689,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,node2
1690,artifact1690,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,node2
1691,artifact1691,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,node2
1692,artifact1692,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,node2
1693,artifact1693,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,node2
1694,artifact1694,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,node2
1695,artifact1695,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,node2
1696,artifact1696,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,node2
1697,artifact1697,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,node2
1698,artifact1698,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,node2
1699,artifact1699,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,node2
1700,artifact1700,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,node2
1701,artifact1701,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,node2
1702,artifact1702,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,node2
1703,artifact1703,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,node2
1704,artifact1704,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,node2
1705,artifact1705,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,node2
1706,artifact1706,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,node2
1707,artifact1707,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,node2
1708,artifact1708,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,node2
1709,artifact1709,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,node2
1710,artifact1710,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,node2
1711,artifact1711,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,node2
1712,artifact1712,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,node2
1713,artifact1713,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,node2
1714,artifact1714,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,node2
1715,artifact1715,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,node2
1716,artifact1716,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,node2
1717,artifact1717,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,node2
1718,artifact1718,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,node2
1719,artifact1719,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,node2
1720,artifact1720,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,node2
1721,artifact1721,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,node2
1722,artifact1722,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,node2
1723,artifact1723,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,node2
1724,artifact1724,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,node2
1725,artifact1725,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,node2
1726,artifact1726,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,node2
1727,artifact1727,2027,2027,2027,2027,2027,2027,2027,2027,2027,2027,node2
1728,artifact1728,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,node2
1729,artifact1729,2029,2029,2029,2029,2029,2029,2029,2029,2029,2029,node2
1730,artifact1730,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,node2
1731,artifact1731,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,node2
1732,artifact1732,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,node2
1733,artifact1733,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,node2
1734,artifact1734,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,node2
1735,artifact1735,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,node2
1736,artifact1736,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,node2
1737,artifact1737,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,node2
1738,artifact1738,2038,2038,2038,2038,2038,2038,2038,2038,2038,2038,node2
1739,artifact1739,2039,2039,2039,2039,2039,2039,2039,2039,2039,2039,node2
1740,artifact1740,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,node2
1741,artifact1741,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,node2
1742,artifact1742,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,node2
1743,artifact1743,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,node2
1744,artifact1744,2044,2044,2044,2044,2044,2044,2044,2044,2044,2044,node2
1745,artifact1745,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,node2
1746,artifact1746,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,node2
1747,artifact1747,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,node2
1748,artifact1748,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,node2
1749,artifact1749,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,node2
1750,artifact1750,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,node2
1751,artifact1751,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,node2
1752,artifact1752,2052,2052,2052,2052,2052,2052,2052,2052,2052,2052,node2
1753,artifact1753,2053,2053,2053,2053,2053,2053,2053,2053,2053,2053,node2
1754,artifact1754,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,node2
1755,artifact1755,2055,2055,2055,2055,2055,2055,2055,2055,2055,2055,node2
1756,artifact1756,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,node2
1757,artifact1757,2057,2057,2057,2057,2057,2057,2057,2057,2057,2057,node2
1758,artifact1758,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,node2
1759,artifact1759,2059,2059,2059,2059,2059,2059,2059,2059,2059,2059,node2
1760,artifact1760,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,node2
1761,artifact1761,2061,2061,2061,2061,2061,2061,2061,2061,2061,2061,node2
1762,artifact1762,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,node2
1763,artifact1763,2063,2063,2063,2063,2063,2063,2063,2063,2063,2063,node2
1764,artifact1764,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,node2
1765,artifact1765,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,node2
1766,artifact1766,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,node2
1767,artifact1767,2067,2067,2067,2067,2067,2067,2067,2067,2067,2067,node2
1768,artifact1768,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,node2
1769,artifact1769,2069,2069,2069,2069,2069,2069,2069,2069,2069,2069,node2
1770,artifact1770,2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,node2
1771,artifact1771,2071,2071,2071,2071,2071,2071,2071,2071,2071,2071,node2
1772,artifact1772,2072,2072,2072,2072,2072,2072,2072,2072,2072,2072,node2
1773,artifact1773,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,node2
1774,artifact1774,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,node2
1775,artifact1775,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,node2
1776,artifact1776,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,node2
1777,artifact1777,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,node2
1778,artifact1778,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,node2
1779,artifact1779,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,node2
1780,artifact1780,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,node2
1781,artifact1781,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,node2
1782,artifact1782,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,node2
1783,artifact1783,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,node2
1784,artifact1784,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,node2
1785,artifact1785,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085,node2
1786,artifact1786,2086,2086,2086,2086,2086,2086,2086,2086,2086,2086,node2
1787,artifact1787,2087,2087,2087,2087,2087,2087,2087,2087,2087,2087,node2
1788,artifact1788,2088,2088,2088,2088,2088,2088,2088,2088,2088,2088,node2
1789,artifact1789,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,node2
1790,artifact1790,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,node2
1791,artifact1791,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,node2
1792,artifact1792,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,node2
1793,artifact1793,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,node2
1794,artifact1794,2094,2094,2094,2094,2094,2094,2094,2094,2094,2094,node2
1795,artifact1795,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,node2
1796,artifact1796,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,node2
1797,artifact1797,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,node2
1798,artifact1798,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,node2
1799,artifact1799,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099,node2
1800,artifact1800,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,node2
1801,artifact1801,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,node2
1802,artifact1802,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,node2
1803,artifact1803,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,node2
1804,artifact1804,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104,node2
1805,artifact1805,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,node2
1806,artifact1806,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,node2
1807,artifact1807,2107,2107,2107,2107,2107,2107,2107,2107,2107,2107,node2
1808,artifact1808,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,node2
1809,artifact1809,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,node2
1810,artifact1810,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,node2
1811,artifact1811,2111,2111,2111,2111,2111,2111,2111,2111,2111,2111,node2
1812,artifact1812,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,node2
1813,artifact1813,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,node2
1814,artifact1814,2114,2114,2114,2114,2114,2114,2114,2114,2114,2114,node2
1815,artifact1815,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,node2
1816,artifact1816,2116,2116,2116,2116,2116,2116,2116,2116,2116,2116,node2
1817,artifact1817,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,node2
1818,artifact1818,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,node2
1819,artifact1819,2119,2119,2119,2119,2119,2119,2119,2119,2119,2119,node2
1820,artifact1820,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,node2
1821,artifact1821,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,node2
1822,artifact1822,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,node2
1823,artifact1823,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,node2
1824,artifact1824,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,node2
1825,artifact1825,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,node2
1826,artifact1826,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,node2
1827,artifact1827,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,node2
1828,artifact1828,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,node2
1829,artifact1829,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,node2
1830,artifact1830,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,node2
1831,artifact1831,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,node2
1832,artifact1832,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,node2
1833,artifact1833,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,node2
1834,artifact1834,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,node2
1835,artifact1835,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,node2
1836,artifact1836,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,node2
1837,artifact1837,2137,2137,2137,2137,2137,2137,2137,2137,2137,2137,node2
1838,artifact1838,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,node2
1839,artifact1839,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,node2
1840,artifact1840,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,node2
1841,artifact1841,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,node2
1842,artifact1842,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,node2
1843,artifact1843,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,node2
1844,artifact1844,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,node2
1845,artifact1845,2145,2145,2145,2145,2145,2145,2145,2145,2145,2145,node2
1846,artifact1846,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,node2
1847,artifact1847,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147,node2
1848,artifact1848,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148,node2
1849,artifact1849,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,node2
1850,artifact1850,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150,node2
1851,artifact1851,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,node2
1852,artifact1852,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,node2
1853,artifact1853,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,node2
1854,artifact1854,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,node2
1855,artifact1855,2155,2155,2155,2155,2155,2155,2155,2155,2155,2155,node2
1856,artifact1856,2156,2156,2156,2156,2156,2156,2156,2156,2156,2156,node2
1857,artifact1857,2157,2157,2157,2157,2157,2157,2157,2157,2157,2157,node2
1858,artifact1858,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,node2
1859,artifact1859,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,node2
1860,artifact1860,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,node2
1861,artifact1861,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,node2
1862,artifact1862,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,node2
1863,artifact1863,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,node2
1864,artifact1864,2164,2164,2164,2164,2164,2164,2164,2164,2164,2164,node2
1865,artifact1865,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165,node2
1866,artifact1866,2166,2166,2166,2166,2166,2166,2166,2166,2166,2166,node2
1867,artifact1867,2167,2167,2167,2167,2167,2167,2167,2167,2167,2167,node2
1868,artifact1868,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,node2
1869,artifact1869,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,node2
1870,artifact1870,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,node2
1871,artifact1871,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,node2
1872,artifact1872,2172,2172,2172,2172,2172,2172,2172,2172,2172,2172,node2
1873,artifact1873,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,node2
1874,artifact1874,2174,2174,2174,2174,2174,2174,2174,2174,2174,2174,node2
1875,artifact1875,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,node2
1876,artifact1876,2176,2176,2176,2176,2176,2176,2176,2176,2176,2176,node2
1877,artifact1877,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,node2
1878,artifact1878,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,node2
1879,artifact1879,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,node2
1880,artifact1880,2180,2180,2180,2180,2180,2180,2180,2180,2180,2180,node2
1881,artifact1881,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,node2
1882,artifact1882,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,node2
1883,artifact1883,2183,2183,2183,2183,2183,2183,2183,2183,2183,2183,node2
1884,artifact1884,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184,node2
1885,artifact1885,2185,2185,2185,2185,2185,2185,2185,2185,2185,2185,node2
1886,artifact1886,2186,2186,2186,2186,2186,2186,2186,2186,2186,2186,node2
1887,artifact1887,2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,node2
1888,artifact1888,2188,2188,2188,2188,2188,2188,2188,2188,2188,2188,node2
1889,artifact1889,2189,2189,2189,2189,2189,2189,2189,2189,2189,2189,node2
1890,artifact1890,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,node2
1891,artifact1891,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,node2
1892,artifact1892,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,node2
1893,artifact1893,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,node2
1894,artifact1894,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,node2
1895,artifact1895,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,node2
1896,artifact1896,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,node2
1897,artifact1897,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,node2
1898,artifact1898,2198,2198,2198,2198,2198,2198,2198,2198,2198,2198,node2
1899,artifact1899,2199,2199,2199,2199,2199,2199,2199,2199,2199,2199,node2
1900,artifact1900,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,node2
1901,artifact1901,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,node2
1902,artifact1902,2202,2202,2202,2202,2202,2202,2202,2202,2202,2202,node2
1903,artifact1903,2203,2203,2203,2203,2203,2203,2203,2203,2203,2203,node2
1904,artifact1904,2204,2204,2204,2204,2204,2204,2204,2204,2204,2204,node2
1905,artifact1905,2205,2205,2205,2205,2205,2205,2205,2205,2205,2205,node2
1906,artifact1906,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,node2
1907,artifact1907,2207,2207,2207,2207,2207,2207,2207,2207,2207,2207,node2
1908,artifact1908,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,node2
1909,artifact1909,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,node2
1910,artifact1910,2210,2210,2210,2210,2210,2210,2210,2210,2210,2210,node2
1911,artifact1911,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,node2
1912,artifact1912,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,node2
1913,artifact1913,2213,2213,2213,2213,2213,2213,2213,2213,2213,2213,node2
1914,artifact1914,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,node2
1915,artifact1915,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,node2
1916,artifact1916,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,node2
1917,artifact1917,2217,2217,2217,2217,2217,2217,2217,2217,2217,2217,node2
1918,artifact1918,2218,2218,2218,2218,2218,2218,2218,2218,2218,2218,node2
1919,artifact1919,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,node2
1920,artifact1920,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,node2
1921,artifact1921,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,node2
1922,artifact1922,2222,2222,2222,2222,2222,2222,2222,2222,2222,2222,node2
1923,artifact1923,2223,2223,2223,2223,2223,2223,2223,2223,2223,2223,node2
1924,artifact1924,2224,2224,2224,2224,2224,2224,2224,2224,2224,2224,node2
1925,artifact1925,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,node2
1926,artifact1926,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,node2
1927,artifact1927,2227,2227,2227,2227,2227,2227,2227,2227,2227,2227,node2
1928,artifact1928,2228,2228,2228,2228,2228,2228,2228,2228,2228,2228,node2
1929,artifact1929,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,node2
1930,artifact1930,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,node2
1931,artifact1931,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,node2
1932,artifact1932,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,node2
1933,artifact1933,2233,2233,2233,2233,2233,2233,2233,2233,2233,2233,node2
1934,artifact1934,2234,2234,2234,2234,2234,2234,2234,2234,2234,2234,node2
1935,artifact1935,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,node2
1936,artifact1936,2236,2236,2236,2236,2236,2236,2236,2236,2236,2236,node2
1937,artifact1937,2237,2237,2237,2237,2237,2237,2237,2237,2237,2237,node2
1938,artifact1938,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,node2
1939,artifact1939,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,node2
1940,artifact1940,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,node2
1941,artifact1941,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,node2
1942,artifact1942,2242,2242,2242,2242,2242,2242,2242,2242,2242,2242,node2
1943,artifact1943,2243,2243,2243,2243,2243,2243,2243,2243,2243,2243,node2
1944,artifact1944,2244,2244,2244,2244,2244,2244,2244,2244,2244,2244,node2
1945,artifact1945,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,node2
1946,artifact1946,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,node2
1947,artifact1947,2247,2247,2247,2247,2247,2247,2247,2247,2247,2247,node2
1948,artifact1948,2248,2248,2248,2248,2248,2248,2248,2248,2248,2248,node2
1949,artifact1949,2249,2249,2249,2249,2249,2249,2249,2249,2249,2249,node2
1950,artifact1950,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,node2
1951,artifact1951,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,node2
1952,artifact1952,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,node2
1953,artifact1953,2253,2253,2253,2253,2253,2253,2253,2253,2253,2253,node2
1954,artifact1954,2254,2254,2254,2254,2254,2254,2254,2254,2254,2254,node2
1955,artifact1955,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,node2
1956,artifact1956,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256,node2
1957,artifact1957,2257,2257,2257,2257,2257,2257,2257,2257,2257,2257,node2
1958,artifact1958,2258,2258,2258,2258,2258,2258,2258,2258,2258,2258,node2
1959,artifact1959,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,node2
1960,artifact1960,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,node2
1961,artifact1961,2261,2261,2261,2261,2261,2261,2261,2261,2261,2261,node2
1962,artifact1962,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,node2
1963,artifact1963,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,node2
1964,artifact1964,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,node2
1965,artifact1965,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,node2
1966,artifact1966,2266,2266,2266,2266,2266,2266,2266,2266,2266,2266,node2
1967,artifact1967,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,node2
1968,artifact1968,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,node2
1969,artifact1969,2269,2269,2269,2269,2269,2269,2269,2269,2269,2269,node2
1970,artifact1970,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,node2
1971,artifact1971,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,node2
1972,artifact1972,2272,2272,2272,2272,2272,2272,2272,2272,2272,2272,node2
1973,artifact1973,2273,2273,2273,2273,2273,2273,2273,2273,2273,2273,node2
1974,artifact1974,2274,2274,2274,2274,2274,2274,2274,2274,2274,2274,node2
1975,artifact1975,2275,2275,2275,2275,2275,2275,2275,2275,2275,2275,node2
1976,artifact1976,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,node2
1977,artifact1977,2277,2277,2277,2277,2277,2277,2277,2277,2277,2277,node2
1978,artifact1978,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,node2
1979,artifact1979,2279,2279,2279,2279,2279,2279,2279,2279,2279,2279,node2
1980,artifact1980,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,node2
1981,artifact1981,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,node2
1982,artifact1982,2282,2282,2282,2282,2282,2282,2282,2282,2282,2282,node2
1983,artifact1983,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,node2
1984,artifact1984,2284,2284,2284,2284,2284,2284,2284,2284,2284,2284,node2
1985,artifact1985,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,node2
1986,artifact1986,2286,2286,2286,2286,2286,2286,2286,2286,2286,2286,node2
1987,artifact1987,2287,2287,2287,2287,2287,2287,2287,2287,2287,2287,node2
1988,artifact1988,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,node2
1989,artifact1989,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,node2
1990,artifact1990,2290,2290,2290,2290,2290,2290,2290,2290,2290,2290,node2
1991,artifact1991,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,node2
1992,artifact1992,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,node2
1993,artifact1993,2293,2293,2293,2293,2293,2293,2293,2293,2293,2293,node2
1994,artifact1994,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,node2
1995,artifact1995,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,node2
1996,artifact1996,2296,2296,2296,2296,2296,2296,2296,2296,2296,2296,node2
1997,artifact1997,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,node2
1998,artifact1998,2298,2298,2298,2298,2298,2298,2298,2298,2298,2298,node2
1999,artifact1999,2299,2299,2299,2299,2299,2299,2299,2299,2299,2299,node2
0,artifact0,300,300,300,300,300,300,300,300,300,300,node3
1,artifact1,301,301,301,301,301,301,301,301,301,301,node3
2,artifact2,302,302,302,302,302,302,302,302,302,302,node3
3,artifact3,303,303,303,303,303,303,303,303,303,303,node3
4,artifact4,304,304,304,304,304,304,304,304,304,304,node3
5,artifact5,305,305,305,305,305,305,305,305,305,305,node3
6,artifact6,306,306,306,306,306,306,306,306,306,306,node3
7,artifact7,307,307,307,307,307,307,307,307,307,307,node3
8,artifact8,308,308,308,308,308,308,308,308,308,308,node3
9,artifact9,309,309,309,309,309,309,309,309,309,309,node3
10,artifact10,310,310,310,310,310,310,310,310,310,310,node3
11,artifact11,311,311,311,311,311,311,311,311,311,311,node3
12,artifact12,312,312,312,312,312,312,312,312,312,312,node3
13,artifact13,313,313,313,313,313,313,313,313,313,313,node3
14,artifact14,314,314,314,314,314,314,314,314,314,314,node3
15,artifact15,315,315,315,315,315,315,315,315,315,315,node3
16,artifact16,316,316,316,316,316,316,316,316,316,316,node3
17,artifact17,317,317,317,317,317,317,317,317,317,317,node3
18,artifact18,318,318,318,318,318,318,318,318,318,318,node3
19,artifact19,319,319,319,319,319,319,319,319,319,319,node3
20,artifact20,320,320,320,320,320,320,320,320,320,320,node3
21,artifact21,321,321,321,321,321,321,321,321,321,321,node3
22,artifact22,322,322,322,322,322,322,322,322,322,322,node3
23,artifact23,323,323,323,323,323,323,323,323,323,323,node3
